Frame;Time_s;Fx_N;Fy_N;Fz_N;Mx_Nm;My_Nm;Mz_Nm;COPx_mm;COPy_mm
6464;6.463;13.95;-10.269;640.879;0.2716;-0.1918;0.0032;-8.58;-8.179
6465;6.464;12.011;-9.784;674.648;0.2416;-0.1929;0.0001;-5.336;-6.841
6466;6.465;11.543;-6.847;680.512;0.2281;-0.1542;-0.0063;5.099;10.869
6467;6.466;10.239;-8.536;659.105;0.2088;-0.1923;-0.0075;4.05;-0.428
6468;6.467;5.73;-7.819;659.989;0.1119;-0.1547;-0.0075;10.401;-1.093
6469;6.468;8.283;-7.735;666.042;0.1473;-0.1639;0.0028;1.754;-0.845
6470;6.469;10.754;-6.779;669.482;0.2263;-0.1324;-0.0064;-5.617;-6.326
6471;6.47;15.923;-8.066;660.359;0.3348;-0.166;0.005;-6.117;0.403
6472;6.471;7.117;-7.1;665.319;0.1616;-0.1294;0.006;3.884;1.112
6473;6.472;8.615;-6.636;661.111;0.1598;-0.1393;0.0006;2.418;-3.344
6474;6.473;12.272;-9.026;660.278;0.256;-0.182;-0.0125;7.347;-8.785
6475;6.474;10.79;-7.027;655.516;0.2206;-0.1374;-0.0034;-1.935;-6.582
6476;6.475;9.821;-6.057;661.716;0.1899;-0.1098;0.0051;0.948;5.879
6477;6.476;15.038;-10.001;652.35;0.3086;-0.1957;0.0048;-1.329;-2.665
6478;6.477;6.841;-9.057;662.762;0.1479;-0.1627;-0.001;1.89;-3.827
6479;6.478;12.24;-7.493;652.428;0.2366;-0.1409;0.0002;-4.605;0.996
6480;6.479;8.957;-3.66;674.428;0.1755;-0.0764;-0.0027;11.506;1.861
6481;6.48;11.89;-4.673;666.784;0.227;-0.0946;0.0037;-5.236;-9.019
6482;6.481;12.439;-7.544;660.219;0.2507;-0.1509;0.0084;-2.538;2.942
6483;6.482;12.615;-5.114;670.264;0.2515;-0.1047;-0.0017;-2.253;-3.022
6484;6.483;9.648;-5.88;663.338;0.1938;-0.0968;-0.001;-3.56;10.979
6485;6.484;12.06;-5.431;661.489;0.2597;-0.1169;-0.003;1.694;0.675
6486;6.485;13.628;-5.112;673.717;0.2646;-0.0959;0.0018;-7.267;2.944
6487;6.486;9.457;-8.349;667.361;0.1938;-0.1696;-0.0072;-1.479;0.909
6488;6.487;7.371;-7.311;666.343;0.1396;-0.13;-0.0027;-0.781;2.302
6489;6.488;11.152;-8.758;670.172;0.2218;-0.1771;-0.0077;-14.191;1.467
6490;6.489;14.274;-7.043;671.289;0.2804;-0.1465;-0.0005;3.88;-7.639
6491;6.49;13.71;-2.991;666.361;0.269;-0.0608;0.0006;-7.314;13.434
6492;6.491;6.632;-8.202;672.535;0.1433;-0.1495;0.0042;0.31;-4.647
6493;6.492;12.598;-0.931;660.764;0.2613;-0.0142;-0.0052;4.622;1.956
6494;6.493;12.144;-4.621;678.08;0.2576;-0.1112;-0.0007;8.741;7.761
6495;6.494;10.734;-10.253;686.509;0.2188;-0.1945;0.0044;-1.514;-1.55
6496;6.495;9.339;-7.311;680.436;0.1901;-0.1376;0.0038;-12.5;-8.802
6497;6.496;10.997;-7.015;687.36;0.2034;-0.1292;0.0057;4.646;-5.694
6498;6.497;10.599;-3.847;661.021;0.2318;-0.0864;0.0064;-4.92;-6.458
6499;6.498;11.007;-9.089;693.37;0.2376;-0.1799;-0.001;-3.044;-7.842
6500;6.499;11.45;-7.028;671.403;0.2131;-0.1465;-0.0004;2.509;5.212
6501;6.5;7.348;-2.696;686.461;0.1529;-0.0586;0.0008;0.17;-0.165
6502;6.501;12.363;-10.142;686.214;0.2432;-0.206;-0.001;-7.426;2.677
6503;6.502;11.143;-6.671;668.773;0.2142;-0.1286;-0.0006;-13.357;3.777
6504;6.503;10.459;-7.267;680.332;0.232;-0.1462;0.0035;0.675;7.552
6505;6.504;12.757;-5.751;689.444;0.255;-0.0981;0.0052;-4.072;-1.228
6506;6.505;8.893;-6.463;675.796;0.1851;-0.1269;0.0029;-3.617;1.027
6507;6.506;13.163;-6.03;692.565;0.2761;-0.1473;0.0093;0.32;-5.726
6508;6.507;10.53;-3.224;690.707;0.2017;-0.0341;0.0069;-1.663;-7.301
6509;6.508;11.279;-7.936;689.272;0.2249;-0.1507;-0.0085;-0.322;-13.834
6510;6.509;8.581;-3.19;702.351;0.1714;-0.061;-0.0067;-2.354;-3.431
6511;6.51;8.931;-5.144;696.412;0.172;-0.113;-0.0034;10.162;1.008
6512;6.511;13.768;-7.331;703.402;0.2749;-0.1569;0.0037;1.061;5.637
6513;6.512;14.193;-6.134;677.684;0.2768;-0.1345;-0.001;-5.041;0.003
6514;6.513;11.278;-5.842;711.607;0.2231;-0.1209;0.0006;3.349;-4.132
6515;6.514;13.791;-7.818;705.969;0.288;-0.1635;-0.004;-4.779;1.094
6516;6.515;9.664;-8.61;679.559;0.1977;-0.181;0.0043;6.366;1.95
6517;6.516;9.07;-4.983;716.286;0.1817;-0.0763;0.0052;3.332;-8.647
6518;6.517;12.433;-6.635;694.816;0.2466;-0.1232;-0.0029;-4.229;3.37
6519;6.518;9.977;-5.977;702.348;0.2067;-0.1152;0.0045;2.093;0.138
6520;6.519;9.829;-2.087;695.509;0.1977;-0.0212;0.0075;-2.056;1.146
6521;6.52;13.068;-7.973;714.08;0.2515;-0.1506;-0.0041;-1.178;-8.489
6522;6.521;10.249;-1.066;692.664;0.213;-0.0121;-0.0035;1.404;-4.079
6523;6.522;14.586;-3.264;690.863;0.2936;-0.0569;0.0023;-0.339;1.232
6524;6.523;15.589;-4.73;704.545;0.3084;-0.0932;-0.0054;-0.296;-3.079
6525;6.524;8.57;-5.965;704.75;0.1683;-0.1146;0.0029;3.352;-5.153
6526;6.525;15.282;-5.099;697.317;0.3033;-0.1132;-0.0034;-4.85;7.256
6527;6.526;14.65;-4.024;694.838;0.2934;-0.0876;0.0006;0.613;0.02
6528;6.527;11.947;-3.826;704.514;0.2359;-0.0633;0.0045;-2.845;-2.751
6529;6.528;9.457;-4.412;691.003;0.1989;-0.1021;0.0084;-0.125;5.777
6530;6.529;13.088;-2.961;701.564;0.2635;-0.0599;-0.0003;0.789;2.519
6531;6.53;10.191;-3.936;708.772;0.2143;-0.0819;-0.005;2.563;3.13
6532;6.531;12.555;-3.289;710.262;0.2451;-0.054;0.0044;1.7;-1.192
6533;6.532;8.247;-3.502;712.344;0.1717;-0.0687;0.001;-0.823;6.74
6534;6.533;9.399;-2.441;700.313;0.1798;-0.045;-0.0016;-5.334;7.518
6535;6.534;8.853;-4.875;711.226;0.1774;-0.1105;-0.0055;-0.793;7.281
6536;6.535;9.765;-7.458;693.27;0.1982;-0.1502;-0.002;-0.146;0.126
6537;6.536;13.317;-3.881;711.54;0.2652;-0.0712;0.0068;0.409;-8.069
6538;6.537;10.13;-4.127;706.251;0.201;-0.0917;0.0105;-8.513;9.392
6539;6.538;15.189;-5.02;707.218;0.3018;-0.1175;0.0014;1.326;3.237
6540;6.539;12.37;-7.895;695.094;0.2543;-0.1562;-0.0011;-0.356;-3.143
6541;6.54;11.657;-4.323;704.513;0.234;-0.0819;0.0027;8.109;10.539
6542;6.541;8.153;-3.372;698.198;0.146;-0.082;-0.0083;-0.044;4.468
6543;6.542;10.61;-1.128;706.976;0.2115;-0.0261;-0.0127;2.724;7.121
6544;6.543;9.443;-4.596;703.537;0.199;-0.1025;-0.0074;6.952;2.321
6545;6.544;14.187;-4.111;700.493;0.288;-0.0671;0.0024;-13.233;1.008
6546;6.545;12.81;-3.298;706.825;0.2554;-0.0492;-0.004;-9.446;4.384
6547;6.546;9.946;-5.696;706.113;0.2095;-0.1179;-0.0056;-4.904;-1.183
6548;6.547;15.971;-3.162;695.213;0.3256;-0.0531;0.0033;4.337;-2.198
6549;6.548;10.803;-0.045;694.717;0.2149;-0.0164;0.0071;-2.882;-2.529
6550;6.549;14.848;1.561;694.032;0.291;0.0372;-0.0075;2.057;-4.855
6551;6.55;13.499;-4.156;703.9;0.2661;-0.0678;-0.0084;7.76;-0.544
6552;6.551;14.088;-5.495;694.917;0.269;-0.0999;0.0021;3.681;3.397
6553;6.552;6.696;-3.525;686.822;0.1317;-0.0721;-0.0033;-1.651;-5.541
6554;6.553;14.324;-0.608;698.481;0.2532;-0.0235;-0.0002;-2.456;-0.113
6555;6.554;9.753;-3.613;700.643;0.2025;-0.0653;-0.0072;-2.291;6.788
6556;6.555;12.616;-1.83;688.646;0.2417;-0.0224;0.0013;0.521;0.406
6557;6.556;14.209;-0.329;696.752;0.2765;0.0148;0.0074;-8.295;2.456
6558;6.557;12.485;-7.161;697.803;0.2494;-0.1199;0.0016;2.574;-2.206
6559;6.558;9.081;-2.564;691.505;0.1816;-0.041;0.006;0.414;15.555
6560;6.559;12.49;-1.118;678.622;0.2554;-0.0192;-0.0102;4.686;-3.118
6561;6.56;11.886;-1.017;699.417;0.2279;-0.0154;-0.0102;10.479;-7.388
6562;6.561;13.546;-0.413;694.291;0.2794;-0.0199;0.0008;7.372;1.643
6563;6.562;12.907;-3.081;672.823;0.2487;-0.066;-0.0015;-6.272;-9.933
6564;6.563;6.966;-1.156;678.63;0.131;-0.0379;0.0051;-1.685;-1.562
6565;6.564;9.76;-6.444;691.741;0.1955;-0.1266;-0.0006;-3.157;-7.198
6566;6.565;14.962;-2.281;684.184;0.2907;-0.0309;-0.0016;6.188;3.235
6567;6.566;12.812;0.375;697.481;0.255;-0.001;0.0015;-3.392;-6.867
6568;6.567;11.636;-1.607;678.032;0.236;-0.0103;0.0039;-5.951;3.718
6569;6.568;10.738;1.069;683.571;0.2317;0.0175;0.0038;-4.912;3.059
6570;6.569;11.036;-2.255;680.622;0.2338;-0.0532;-0.0023;-3.8;-7.456
6571;6.57;10.584;0.019;671.59;0.2157;0.005;-0.0045;15.069;5.694
6572;6.571;14.223;-4.566;669.212;0.2799;-0.1037;0.0019;7.085;-0.896
6573;6.572;16.267;-4.119;673.457;0.3208;-0.088;-0.008;1.642;-0.329
6574;6.573;14.118;2.614;668.549;0.2982;0.0572;0.002;1.464;2.718
6575;6.574;13.188;0.524;688.716;0.2517;0.0108;0.0068;5.536;1.331
6576;6.575;15.36;1.287;673.356;0.3079;0.0301;0.0019;7.362;-3.464
6577;6.576;12.808;-3.218;667.809;0.2594;-0.0421;-0.0078;-7.475;-4.52
6578;6.577;9.972;-4.161;680.693;0.2175;-0.0672;0.0012;-3.964;2.246
6579;6.578;12.559;-0.491;679.305;0.2555;-0.0199;0.0004;2.885;-2.277
6580;6.579;14.878;-1.518;686.057;0.2914;-0.0468;-0.0008;1.057;-0.112
6581;6.58;11.907;-3.401;679.343;0.2232;-0.0776;-0.0038;-0.337;1.901
6582;6.581;9.948;-1.101;667.16;0.2043;-0.0205;-0.0037;10.994;6.013
6583;6.582;11.46;1.675;674.677;0.23;0.0476;0.0;2.49;2.673
6584;6.583;13.376;-3.752;675.523;0.2597;-0.0899;0.006;4.609;-1.162
6585;6.584;16.269;-3.672;677.019;0.3168;-0.0824;0.0041;6.932;2.792
6586;6.585;6.061;-1.093;690.191;0.1025;-0.0177;-0.0066;4.185;-1.361
6587;6.586;11.6;-4.168;673.683;0.2284;-0.0871;-0.005;-4.282;1.361
6588;6.587;9.193;3.422;689.985;0.1799;0.0607;-0.0056;1.923;-7.34
6589;6.588;16.428;-5.793;669.087;0.3268;-0.1279;0.0001;1.262;0.412
6590;6.589;8.051;0.045;673.853;0.167;-0.0153;-0.0004;-1.713;-3.758
6591;6.59;12.033;-1.638;666.487;0.2423;-0.0372;-0.0011;-10.78;1.133
6592;6.591;15.877;0.569;671.629;0.3178;0.0011;-0.0033;-4.833;-8.374
6593;6.592;13.433;1.651;672.276;0.2455;0.0355;0.0061;4.538;-3.404
6594;6.593;9.374;-1.61;686.838;0.1747;-0.0437;0.0031;-7.691;2.883
6595;6.594;12.412;-6.053;670.858;0.2526;-0.1333;-0.0163;0.536;-0.486
6596;6.595;13.123;2.748;679.116;0.2549;0.0533;-0.0027;-9.303;7.43
6597;6.596;12.28;-3.287;657.663;0.2459;-0.0657;-0.0036;-4.884;-1.246
6598;6.597;11.957;-0.218;678.611;0.236;0.0005;-0.0033;-6.733;-2.077
6599;6.598;7.526;-5.662;659.514;0.1466;-0.1176;-0.0016;-1.447;3.877
6600;6.599;10.055;2.998;668.378;0.2058;0.0707;0.0095;-1.047;5.015
6601;6.6;17.176;-1.815;689.001;0.3406;-0.0247;-0.006;-11.751;4.918
6602;6.601;8.45;-1.253;671.89;0.1543;-0.0344;-0.0108;-7.196;2.776
6603;6.602;11.469;-2.625;688.666;0.2284;-0.051;-0.0053;-1.569;-1.855
6604;6.603;11.071;0.195;676.423;0.2343;0.0104;-0.0074;11.608;-4.799
6605;6.604;12.052;0.394;687.589;0.2279;0.0169;-0.0058;8.106;-1.174
6606;6.605;14.517;-3.623;674.117;0.2749;-0.0739;-0.0024;-6.599;-6.292
6607;6.606;16.702;4.134;675.17;0.3406;0.0735;-0.0027;-2.777;3.488
6608;6.607;11.225;1.447;686.97;0.2231;0.0416;0.0028;-11.565;6.737
6609;6.608;11.03;-1.315;681.761;0.2171;-0.0132;-0.0053;3.135;-6.849
6610;6.609;11.886;1.807;668.047;0.232;0.0279;0.0035;9.877;2.238
6611;6.61;14.612;-1.502;688.13;0.293;-0.0146;-0.0026;1.884;-9.565
6612;6.611;12.919;3.33;685.802;0.2471;0.0599;-0.0081;-2.173;3.814
6613;6.612;12.901;2.908;698.356;0.2469;0.0509;-0.0004;0.738;-6.083
6614;6.613;9.632;0.59;695.053;0.1883;0.0133;-0.0003;4.021;0.518
6615;6.614;12.146;1.708;694.395;0.2437;0.0439;0.0032;0.571;2.482
6616;6.615;9.624;2.607;684.492;0.1814;0.0401;0.0006;-2.678;6.481
6617;6.616;7.955;-2.458;687.156;0.1634;-0.0442;-0.0004;4.676;0.922
6618;6.617;9.899;1.937;693.707;0.2002;0.0491;0.006;-0.71;0.204
6619;6.618;11.101;-0.719;706.318;0.2304;-0.0191;0.0015;2.57;0.698
6620;6.619;12.471;0.033;691.951;0.2434;-0.0032;-0.0011;0.798;3.264
6621;6.62;12.613;0.65;697.321;0.2339;-0.0029;0.001;5.099;-2.816
6622;6.621;7.02;2.381;697.529;0.1519;0.0369;-0.0043;2.605;2.891
6623;6.622;13.319;2.962;705.887;0.2708;0.0411;0.002;0.996;13.562
6624;6.623;7.912;2.839;719.877;0.1544;0.0343;-0.0014;-8.642;-0.748
6625;6.624;13.123;1.683;729.891;0.2587;0.0346;-0.0031;4.164;1.327
6626;6.625;11.071;4.943;700.406;0.2294;0.1008;0.0007;1.671;-4.569
6627;6.626;10.023;2.686;702.188;0.2005;0.0528;0.0063;3.85;7.591
6628;6.627;13.765;1.308;698.077;0.2673;0.0315;0.0016;1.935;-1.636
6629;6.628;9.988;0.491;704.893;0.1959;0.0193;-0.0025;3.869;2.166
6630;6.629;10.255;2.593;721.093;0.1901;0.0518;0.0047;-1.215;7.109
6631;6.63;12.662;4.796;718.126;0.261;0.0721;-0.0029;-7.353;-6.054
6632;6.631;6.987;6.105;704.315;0.1417;0.1196;-0.0032;3.862;-15.115
6633;6.632;16.409;6.385;706.377;0.3334;0.1312;-0.0006;-2.672;0.201
6634;6.633;11.61;4.128;719.238;0.2477;0.1033;-0.0016;-2.251;0.713
6635;6.634;11.574;1.321;711.346;0.2378;0.0561;0.0009;4.441;-2.76
6636;6.635;6.747;2.706;710.794;0.1194;0.0618;-0.0012;-1.046;7.111
6637;6.636;8.314;1.311;717.648;0.1842;0.0108;0.001;2.439;3.872
6638;6.637;15.294;0.812;713.534;0.3026;0.0241;0.0019;4.4;-3.381
6639;6.638;11.589;0.578;718.396;0.2272;0.0126;0.0001;0.245;3.477
6640;6.639;9.477;1.809;719.302;0.2005;0.0608;0.0037;3.789;4.038
6641;6.64;11.415;-2.398;721.65;0.223;-0.0419;0.002;-1.524;5.575
6642;6.641;15.715;5.423;724.45;0.3064;0.1258;0.0016;3.833;-7.97
6643;6.642;9.62;4.325;724.614;0.2112;0.0733;-0.0015;-4.346;5.358
6644;6.643;11.632;2.103;722.293;0.2322;0.0375;0.0066;-0.646;-0.261
6645;6.644;11.652;3.574;719.81;0.2548;0.069;-0.001;5.995;0.945
6646;6.645;12.372;-3.121;731.036;0.2312;-0.0714;0.0012;-10.921;1.018
6647;6.646;6.647;3.263;723.876;0.1399;0.0504;-0.0088;-3.654;-3.077
6648;6.647;10.797;2.124;739.038;0.2187;0.0307;0.0081;2.944;14.578
6649;6.648;9.189;1.728;745.401;0.1938;0.0373;-0.0011;-5.731;4.229
6650;6.649;11.76;0.516;731.098;0.2568;0.0089;0.0001;0.613;-13.106
6651;6.65;13.684;4.376;734.427;0.2888;0.0861;-0.0072;-3.761;-1.79
6652;6.651;11.07;-4.063;736.269;0.2326;-0.0739;0.0035;7.031;1.63
6653;6.652;13.62;2.635;738.464;0.2683;0.0363;-0.0065;-1.139;0.268
6654;6.653;11.355;2.832;742.914;0.2172;0.0643;-0.0011;2.297;1.36
6655;6.654;11.895;5.269;729.99;0.2567;0.0995;-0.0057;1.247;3.295
6656;6.655;6.95;3.285;745.042;0.1391;0.0576;0.0109;-1.079;4.656
6657;6.656;6.56;8.149;727.537;0.1208;0.161;-0.0017;-6.439;-9.333
6658;6.657;10.317;7.788;727.23;0.2007;0.1514;0.0031;-1.581;1.78
6659;6.658;7.798;9.206;721.373;0.1671;0.1926;0.0073;-3.673;5.022
6660;6.659;8.536;3.338;740.908;0.1632;0.053;0.0057;-4.059;-1.026
6661;6.66;8.178;2.505;741.706;0.158;0.0466;0.0042;-5.253;-7.668
6662;6.661;10.395;2.571;742.585;0.2073;0.0647;-0.0021;3.707;4.191
6663;6.662;6.956;6.995;753.15;0.1338;0.1341;-0.0009;1.284;6.471
6664;6.663;11.564;7.979;752.821;0.2531;0.1589;0.0003;-0.374;1.111
6665;6.664;15.429;3.143;737.605;0.3012;0.0567;0.0016;-2.783;-5.452
6666;6.665;11.88;5.938;733.206;0.2427;0.1267;0.0043;-5.526;-11.61
6667;6.666;9.241;9.188;743.185;0.1734;0.19;0.0053;4.273;-2.781
6668;6.667;9.6;3.538;746.6;0.195;0.0689;0.0007;1.583;-3.449
6669;6.668;12.398;4.891;733.241;0.2358;0.12;-0.0026;3.168;8.477
6670;6.669;14.238;1.958;741.926;0.275;0.0388;-0.0049;4.119;-4.686
6671;6.67;9.349;5.151;726.433;0.1822;0.1032;0.0017;-3.888;-1.39
6672;6.671;9.269;5.676;742.505;0.2104;0.1065;0.0055;9.392;7.23
6673;6.672;11.499;5.493;718.751;0.2181;0.1;0.0063;-4.398;3.407
6674;6.673;8.075;6.886;728.729;0.1654;0.1435;-0.0018;0.083;4.989
6675;6.674;10.299;1.18;733.777;0.2126;0.0118;-0.0043;5.328;-11.19
6676;6.675;14.646;0.525;739.212;0.2997;0.0274;0.0046;0.19;-5.065
6677;6.676;12.632;-1.025;719.753;0.2551;-0.0336;0.0019;-0.127;6.307
6678;6.677;11.461;7.893;736.647;0.2299;0.1239;0.0058;-2.626;1.177
6679;6.678;10.615;3.27;732.167;0.2055;0.0585;0.001;-4.882;2.971
6680;6.679;4.931;1.512;744.276;0.0952;0.0382;-0.0036;-3.857;-0.569
6681;6.68;7.931;8.523;750.361;0.1686;0.1671;0.0027;9.364;-0.074
6682;6.681;8.498;6.886;733.466;0.1457;0.1409;-0.0036;4.319;-1.416
6683;6.682;12.476;3.748;730.815;0.2427;0.0785;0.0058;-14.447;9.356
6684;6.683;10.276;4.922;723.087;0.1987;0.0875;-0.0059;8.894;-2.065
6685;6.684;9.178;1.032;718.749;0.1853;0.0322;0.0029;-5.738;2.998
6686;6.685;6.075;5.517;727.297;0.1207;0.11;-0.0018;-3.994;-0.096
6687;6.686;13.557;7.449;718.181;0.2795;0.1475;-0.0033;-6.052;-7.399
6688;6.687;10.396;5.882;725.345;0.2189;0.1256;-0.0068;-1.404;-1.639
6689;6.688;7.725;11.866;721.094;0.1495;0.2406;0.0025;5.956;0.125
6690;6.689;7.72;-0.164;735.494;0.1495;0.0104;-0.0058;-6.277;-2.63
6691;6.69;7.273;3.354;726.179;0.1403;0.0723;0.0087;-9.26;1.454
6692;6.691;11.676;5.434;721.881;0.2238;0.0977;-0.0004;3.247;-3.537
6693;6.692;11.377;6.834;725.018;0.2226;0.1324;-0.0016;8.739;-2.836
6694;6.693;9.669;3.504;727.337;0.1846;0.0551;-0.0064;-4.234;3.667
6695;6.694;8.388;4.92;719.106;0.1605;0.0782;0.0089;-3.045;0.361
6696;6.695;8.042;5.303;721.141;0.1585;0.1151;-0.0024;-1.42;7.531
6697;6.696;13.655;8.312;719.465;0.2651;0.1705;-0.0034;4.783;1.176
6698;6.697;9.643;2.067;730.28;0.2098;0.0444;0.0009;-2.217;-2.44
6699;6.698;15.416;5.07;720.456;0.298;0.0997;-0.0031;6.652;-6.873
6700;6.699;9.124;4.046;736.048;0.1883;0.086;0.0026;-8.034;-6.247
6701;6.7;5.32;5.12;736.583;0.0855;0.0878;-0.009;0.759;0.207
6702;6.701;10.627;5.54;717.802;0.2025;0.1186;-0.0081;0.158;-6.377
6703;6.702;9.599;4.497;719.288;0.1928;0.0945;-0.0011;-1.031;-6.126
6704;6.703;9.276;6.788;716.025;0.164;0.1386;0.006;2.589;5.461
6705;6.704;12.8;3.804;721.554;0.2478;0.0814;0.0036;-1.672;-4.869
6706;6.705;11.472;6.14;725.685;0.2358;0.1151;0.0002;4.062;4.725
6707;6.706;8.854;4.185;723.28;0.2065;0.086;-0.0019;4.977;2.966
6708;6.707;9.767;8.892;718.391;0.1748;0.1717;-0.0003;-1.725;5.906
6709;6.708;10.452;5.878;727.578;0.1985;0.114;-0.0029;-5.397;0.383
6710;6.709;9.624;5.687;710.871;0.1798;0.121;-0.0089;0.26;1.856
6711;6.71;9.455;5.925;723.993;0.1959;0.1191;0.0016;14.549;-9.659
6712;6.711;7.496;4.628;730.045;0.1403;0.095;-0.0075;10.608;8.647
6713;6.712;10.371;3.561;717.245;0.2147;0.0632;0.0148;-2.812;-4.33
6714;6.713;8.381;9.465;710.512;0.1592;0.1916;0.0026;-5.161;-7.201
6715;6.714;11.765;2.555;703.883;0.2427;0.0574;-0.0067;-5.463;1.921
6716;6.715;12.471;9.563;714.933;0.2278;0.206;0.0045;-5.03;10.976
6717;6.716;7.232;8.265;713.035;0.143;0.1869;0.0021;-7.384;0.251
6718;6.717;9.207;4.037;723.224;0.1958;0.0803;0.0022;-0.254;5.682
6719;6.718;10.898;3.321;717.525;0.2273;0.0624;-0.0052;4.209;-7.169
6720;6.719;8.121;5.74;725.009;0.166;0.1038;-0.0065;4.067;0.286
6721;6.72;9.364;5.897;720.0;0.1869;0.1081;0.0127;-0.423;1.707
6722;6.721;9.973;6.514;726.043;0.21;0.1328;0.0011;2.256;-5.684
6723;6.722;5.222;8.52;718.445;0.0924;0.1659;0.0084;-7.599;6.815
6724;6.723;8.217;3.116;712.939;0.166;0.0633;-0.0014;-7.518;2.1
6725;6.724;7.635;5.409;718.891;0.1626;0.1175;0.0095;-1.408;-6.387
6726;6.725;10.08;8.06;724.105;0.2138;0.1559;-0.0062;-5.746;3.173
6727;6.726;7.151;8.05;725.523;0.158;0.1723;-0.0006;8.171;4.797
6728;6.727;7.052;8.441;728.968;0.1475;0.1832;0.0063;-8.951;0.871
6729;6.728;7.461;5.414;715.299;0.1504;0.0803;0.0019;-2.445;-0.656
6730;6.729;9.015;7.627;740.098;0.1985;0.1499;0.0034;-7.733;-4.508
6731;6.73;7.343;4.999;725.978;0.1513;0.0917;-0.0015;9.987;1.181
6732;6.731;12.167;11.084;727.126;0.2284;0.2229;-0.0012;5.215;10.468
6733;6.732;7.947;8.203;725.057;0.1594;0.1624;0.0043;6.831;-2.496
6734;6.733;4.839;12.711;720.692;0.1118;0.2598;-0.0018;2.841;0.861
6735;6.734;7.588;9.544;746.108;0.145;0.1782;-0.002;-7.894;11.266
6736;6.735;5.568;9.28;729.011;0.0937;0.2011;-0.0032;4.721;-3.383
6737;6.736;10.065;7.693;719.003;0.1945;0.1474;-0.0031;0.859;-2.821
6738;6.737;8.653;8.235;729.342;0.1743;0.1592;-0.0023;-6.518;10.548
6739;6.738;7.721;8.851;738.124;0.142;0.1873;0.0039;-5.133;-2.019
6740;6.739;5.516;10.621;724.394;0.1228;0.205;0.0026;6.05;-3.623
6741;6.74;6.367;6.753;734.562;0.1287;0.1406;-0.0044;6.368;-2.556
6742;6.741;7.235;10.407;733.914;0.1475;0.1979;0.0028;-10.853;-3.188
6743;6.742;6.206;10.618;726.383;0.1288;0.2143;-0.0026;7.042;1.152
6744;6.743;3.972;5.224;740.383;0.0843;0.1107;0.0008;2.065;1.258
6745;6.744;9.353;9.068;730.953;0.1822;0.1681;0.0022;-2.558;1.059
6746;6.745;10.869;10.471;733.2;0.2146;0.218;-0.0021;-1.821;1.148
6747;6.746;6.147;8.102;755.496;0.1151;0.1668;-0.0017;-8.1;3.169
6748;6.747;7.819;6.789;741.663;0.1465;0.1314;0.0086;4.186;2.778
6749;6.748;2.874;7.048;758.235;0.0431;0.1398;-0.0042;0.424;-5.13
6750;6.749;7.419;7.311;746.004;0.1359;0.1419;-0.0028;7.681;-3.895
6751;6.75;5.922;9.342;748.653;0.111;0.1976;0.002;-4.896;7.67
6752;6.751;9.082;8.793;767.377;0.1891;0.1763;-0.0042;-1.454;0.799
6753;6.752;9.865;9.159;770.418;0.186;0.183;0.0054;-7.26;6.934
6754;6.753;6.395;9.133;759.993;0.1301;0.187;0.013;-3.35;-1.785
6755;6.754;3.836;2.789;747.925;0.0647;0.0646;0.0078;7.662;-7.109
6756;6.755;9.22;6.039;746.842;0.1894;0.1179;-0.0014;3.768;1.939
6757;6.756;7.299;6.073;751.019;0.1591;0.1376;0.0007;-1.449;-2.095
6758;6.757;10.477;5.349;748.233;0.1979;0.0907;-0.0013;12.091;-2.885
6759;6.758;7.616;9.795;747.944;0.1501;0.2008;0.0064;0.71;1.328
6760;6.759;5.086;12.269;761.913;0.0937;0.2327;0.0055;-0.976;4.53
6761;6.76;4.949;6.964;747.646;0.0926;0.1615;0.001;-3.038;-9.797
6762;6.761;5.615;8.829;759.975;0.1182;0.1647;0.0047;1.032;4.294
6763;6.762;7.703;8.527;764.273;0.1568;0.175;-0.0061;10.437;2.975
6764;6.763;5.428;6.857;756.721;0.0953;0.1438;0.0004;0.501;0.794
6765;6.764;7.451;8.126;775.506;0.1574;0.1731;-0.0113;1.971;-4.983
6766;6.765;5.408;9.006;780.057;0.1049;0.1675;-0.0118;-1.92;-4.113
6767;6.766;5.796;6.492;768.866;0.1208;0.1312;-0.0101;4.378;-8.001
6768;6.767;4.397;7.393;769.706;0.0908;0.1454;-0.0013;0.364;-0.128
6769;6.768;5.202;8.114;779.94;0.1093;0.1579;-0.0094;-1.321;6.42
6770;6.769;5.62;8.904;765.426;0.115;0.1841;-0.0059;-4.886;3.71
6771;6.77;8.836;10.347;777.758;0.1789;0.1966;-0.0015;-4.497;-0.376
6772;6.771;2.824;9.547;771.851;0.066;0.1883;0.0022;-3.721;-3.294
6773;6.772;6.538;7.754;770.828;0.132;0.1422;-0.0011;10.572;4.668
6774;6.773;-0.944;8.368;774.299;-0.0123;0.1653;-0.0001;-2.081;-0.971
6775;6.774;6.033;7.944;762.452;0.1317;0.1537;0.0038;-2.809;-0.996
6776;6.775;4.873;12.361;783.17;0.09;0.2456;-0.0012;2.838;-4.318
6777;6.776;7.709;9.786;777.097;0.1486;0.1934;0.0082;8.157;-3.674
6778;6.777;5.27;5.5;771.49;0.0962;0.0988;0.0054;-4.11;-10.207
6779;6.778;4.172;11.057;769.035;0.0865;0.2008;0.0023;-10.384;-4.42
